Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2021-04-30,370.5,376.85,361.5,364.3,369.55,716525.0,7009.0,264795116.0,101868.0,14.22,15.35,-6.2
2021-04-29,365.8,377.35,364.6,372.2,370.2,1102304.0,10314.0,408072091.0,180406.0,16.37,12.75,6.4
2021-04-28,369.9,369.9,358.0,362.5,361.07,635334.0,5846.0,229402631.0,228419.0,35.95,11.9,-7.4
2021-04-27,352.0,370.0,351.55,366.2,365.02,1084095.0,10537.0,395713363.0,96957.0,8.94,18.45,14.2
2021-04-26,351.8,358.2,345.75,348.3,354.32,784519.0,5980.0,277971186.0,394022.0,50.22,12.45,-3.5
2021-04-23,355.0,362.5,345.45,349.45,354.35,401370.0,3854.0,142226986.0,40380.0,10.06,17.05,-5.55
2021-04-22,359.35,365.65,353.15,355.75,360.41,519809.0,2680.0,187345486.0,28149.0,5.42,12.5,-3.6
2021-04-20,366.15,371.55,354.75,359.35,363.54,462722.0,4916.0,168218222.0,60852.0,13.15,16.8,-6.8
2021-04-19,360.0,366.0,353.75,361.45,360.43,507769.0,6076.0,183016669.0,100796.0,19.85,12.25,1.45
2021-04-16,355.0,376.45,353.0,370.15,370.49,1679139.0,16876.0,622108022.0,785405.0,46.77,23.45,15.15
2021-04-15,352.1,366.75,349.75,353.75,356.26,875636.0,9897.0,311955058.0,323839.0,36.98,17.0,1.65
2021-04-13,335.65,350.3,335.65,348.75,344.31,421477.0,4455.0,145119306.0,66335.0,15.74,14.65,13.1
2021-04-12,340.05,353.0,331.6,337.0,344.44,612462.0,7568.0,210959147.0,137940.0,22.52,21.4,-3.05
2021-04-09,367.9,370.2,354.8,361.05,361.72,760419.0,4777.0,275060462.0,289927.0,38.13,15.4,-6.85
2021-04-08,355.0,373.9,355.0,365.15,360.84,1567851.0,12281.0,565748455.0,748847.0,47.76,18.9,10.15
2021-04-07,350.0,360.5,349.45,352.25,355.29,403392.0,5381.0,143320787.0,125420.0,31.09,11.05,2.25
2021-04-06,353.0,358.3,348.5,350.5,353.22,321065.0,3097.0,113405380.0,59360.0,18.49,9.8,-2.5
2021-04-05,350.0,352.85,338.25,350.4,347.02,448589.0,3783.0,155668891.0,41653.0,9.29,14.6,0.4
2021-04-01,332.95,351.9,328.95,350.15,344.39,899426.0,7273.0,309756150.0,147793.0,16.43,22.95,17.2
2021-03-31,323.9,335.85,321.0,326.85,330.15,399699.0,3182.0,131959271.0,38436.0,9.62,14.85,2.95
2021-03-30,328.0,332.9,325.0,326.1,328.43,355696.0,3282.0,116822716.0,51317.0,14.43,7.9,-1.9
2021-03-26,317.0,328.35,317.0,327.15,324.4,342106.0,2713.0,110980242.0,50004.0,14.62,11.35,10.15
2021-03-25,318.5,319.8,305.4,313.4,312.48,510885.0,4060.0,159642065.0,77511.0,15.17,14.4,-5.1
2021-03-24,329.0,329.0,316.9,317.6,320.29,461397.0,3943.0,147780312.0,62753.0,13.6,12.1,-11.4
2021-03-23,342.0,342.55,330.3,331.55,335.87,270161.0,2745.0,90738540.0,39172.0,14.5,12.25,-10.45
2021-03-22,335.9,342.5,331.05,339.1,336.23,574273.0,3688.0,193088555.0,90552.0,15.77,11.45,3.2
2021-03-19,330.0,339.75,320.8,335.15,329.1,329792.0,2726.0,108534174.0,48974.0,14.85,18.95,5.15
2021-03-18,330.0,340.25,329.95,331.25,335.23,955829.0,7733.0,320418928.0,175149.0,18.32,10.3,1.25
2021-03-17,331.0,333.25,325.0,326.45,329.61,169410.0,1594.0,55838792.0,23125.0,13.65,8.25,-4.55
2021-03-16,336.0,336.8,326.25,333.65,331.1,337816.0,2094.0,111851766.0,35789.0,10.59,10.55,-2.35
2021-03-15,330.6,335.95,325.1,333.6,328.59,620223.0,4108.0,203797134.0,87727.0,14.14,10.85,3.0
2021-03-12,342.5,345.1,327.6,330.3,337.85,701941.0,3306.0,237153516.0,76064.0,10.84,17.5,-12.2
2021-03-10,335.0,342.15,330.5,340.0,336.29,339903.0,2809.0,114306376.0,49928.0,14.69,11.65,5.0
2021-03-09,338.35,344.2,328.45,333.15,337.05,420243.0,4260.0,141643166.0,72958.0,17.36,15.75,-5.2
2021-03-08,340.0,341.8,334.65,337.0,337.96,301585.0,2570.0,101923885.0,53109.0,17.61,7.15,-3.0
2021-03-05,344.1,347.4,333.05,336.7,340.43,651407.0,7372.0,221760304.0,129041.0,19.81,14.35,-7.4
2021-03-04,353.0,357.55,346.85,349.7,352.28,504788.0,6396.0,177828202.0,132618.0,26.27,10.7,-3.3
2021-03-03,348.0,361.2,348.0,359.35,356.95,872901.0,8728.0,311584003.0,226103.0,25.9,13.2,11.35
2021-03-02,346.85,349.05,339.0,345.25,343.12,498649.0,5161.0,171098687.0,114654.0,22.99,10.05,-1.6
2021-03-01,344.95,347.0,334.8,344.15,341.74,746149.0,7036.0,254986723.0,164809.0,22.09,12.2,-0.8
2021-02-26,341.15,349.55,334.8,340.3,342.24,980762.0,9186.0,335656034.0,162749.0,16.59,14.75,-0.85
2021-02-25,336.55,354.45,336.55,350.95,344.08,1950438.0,14863.0,671103300.0,660008.0,33.84,17.9,14.4
2021-02-24,334.1,339.6,325.55,333.3,329.13,4802787.0,39071.0,1580739842.0,2786663.0,58.02,14.05,-0.8
2021-02-23,321.25,338.1,316.65,333.25,328.77,1438181.0,10766.0,472827220.0,201163.0,13.99,21.45,12.0
2021-02-22,308.1,328.0,308.1,315.85,321.06,1738167.0,15490.0,558052114.0,340594.0,19.6,19.9,7.75
2021-02-19,309.7,313.3,302.2,308.25,307.39,514602.0,5343.0,158184383.0,132978.0,25.84,11.1,-1.45
2021-02-18,306.0,312.45,305.0,309.95,309.44,460916.0,3667.0,142626634.0,76871.0,16.68,7.45,3.95
2021-02-17,302.7,308.55,301.0,303.85,304.46,651277.0,4553.0,198289717.0,90702.0,13.93,7.55,1.15
2021-02-16,293.5,307.2,293.25,302.65,302.73,1279309.0,11066.0,387288366.0,256396.0,20.04,13.95,9.15
2021-02-15,292.0,297.3,289.1,291.6,292.61,283391.0,2233.0,82921642.0,59799.0,21.1,8.2,-0.4
2021-02-12,296.55,297.4,286.5,290.7,291.84,635628.0,5642.0,185500324.0,116176.0,18.28,10.9,-5.85
2021-02-11,279.35,297.3,279.35,295.5,290.19,1607377.0,11458.0,466450236.0,180550.0,11.23,17.95,16.15
2021-02-10,280.0,283.1,274.75,279.35,279.01,825902.0,5966.0,230433241.0,116940.0,14.16,8.35,-0.65
2021-02-09,279.0,285.85,275.8,278.3,281.28,854020.0,5409.0,240221991.0,114155.0,13.37,10.05,-0.7
2021-02-08,265.0,280.25,264.7,278.9,274.27,999160.0,8692.0,274040320.0,231483.0,23.17,15.55,13.9
2021-02-05,262.75,266.0,255.95,262.0,261.73,687686.0,5910.0,179991413.0,145547.0,21.16,10.05,-0.75
2021-02-04,260.9,267.4,259.05,261.9,263.94,735308.0,5541.0,194076764.0,98200.0,13.35,8.35,1.0
2021-02-03,255.5,263.3,253.65,257.15,258.41,775487.0,6783.0,200393495.0,255764.0,32.98,9.65,1.65
2021-02-02,243.9,257.4,243.9,255.5,252.54,848489.0,7864.0,214280209.0,295975.0,34.88,13.5,11.6
2021-02-01,227.0,243.95,226.8,241.35,234.95,449934.0,3914.0,105712615.0,77075.0,17.13,17.15,14.35
2021-01-29,230.0,234.1,225.0,226.05,230.3,1136952.0,7642.0,261842715.0,77873.0,6.85,9.1,-3.95
2021-01-28,221.0,231.95,221.0,229.2,228.53,303352.0,2582.0,69325669.0,43030.0,14.18,10.95,8.2
2021-01-27,242.0,242.0,229.8,231.35,234.31,313985.0,3303.0,73568434.0,47636.0,15.17,12.2,-10.65
2021-01-25,241.9,243.8,233.75,240.3,239.01,594754.0,4988.0,142151735.0,222392.0,37.39,10.05,-1.6
2021-01-22,245.5,249.9,235.85,239.2,241.02,435861.0,4848.0,105049362.0,74135.0,17.01,14.05,-6.3
2021-01-21,252.2,254.5,246.5,248.55,250.89,340736.0,3813.0,85487130.0,93940.0,27.57,8.0,-3.65
2021-01-20,252.45,253.5,248.5,252.2,251.08,359241.0,3520.0,90196731.0,80965.0,22.54,5.0,-0.25
2021-01-19,245.6,252.45,243.45,251.6,247.63,436579.0,3891.0,108109794.0,91758.0,21.02,9.0,6.0
2021-01-18,250.0,254.0,240.7,243.15,244.26,571429.0,8316.0,139577258.0,137362.0,24.04,13.3,-6.85
2021-01-15,262.0,263.45,251.15,253.4,255.99,586584.0,7348.0,150162118.0,144404.0,24.62,12.3,-8.6
2021-01-14,262.65,265.0,259.65,261.4,261.9,149148.0,1122.0,39062471.0,30822.0,20.67,5.35,-1.25
2021-01-13,266.0,268.4,258.8,262.55,263.58,523886.0,4071.0,138085654.0,82574.0,15.76,9.6,-3.45
2021-01-12,262.5,270.45,260.9,264.6,266.63,443724.0,2833.0,118308772.0,41748.0,9.41,9.55,2.1
2021-01-11,268.0,269.4,258.25,264.2,262.43,479710.0,3042.0,125889994.0,70928.0,14.79,11.15,-3.8
2021-01-08,274.0,274.35,265.3,268.15,268.66,1105593.0,4174.0,297023362.0,167186.0,15.12,9.05,-5.85
2021-01-07,261.0,275.5,261.0,272.75,270.75,1262105.0,9245.0,341719449.0,211039.0,16.72,14.5,11.75
2021-01-06,250.2,259.95,247.95,259.0,254.04,689783.0,3980.0,175233451.0,130712.0,18.95,12.0,8.8
2021-01-05,252.5,252.6,247.05,250.2,249.07,425147.0,3106.0,105889687.0,77036.0,18.12,5.55,-2.3
2021-01-04,240.1,256.0,239.7,254.05,248.72,744327.0,6775.0,185126114.0,204405.0,27.46,16.3,13.95
2021-01-01,240.8,240.8,237.75,238.3,238.49,154415.0,1439.0,36825738.0,35990.0,23.31,3.05,-2.5
2020-12-31,237.9,241.85,234.75,240.5,238.36,354945.0,2137.0,84604041.0,72578.0,20.45,7.1,2.6
2020-12-30,238.0,239.0,232.7,237.25,235.89,444694.0,3230.0,104898081.0,111168.0,25.0,6.3,-0.75
2020-12-29,240.55,242.0,234.2,236.0,236.34,841101.0,7618.0,198782288.0,549429.0,65.32,7.8,-4.55
2020-12-28,239.8,241.2,237.8,239.95,239.86,461336.0,3623.0,110658161.0,266444.0,57.75,3.4,0.15
2020-12-24,237.0,244.5,236.05,237.1,239.53,315572.0,2696.0,75587721.0,64590.0,20.47,8.45,0.1
2020-12-23,231.0,237.85,228.0,235.95,232.5,339521.0,2514.0,78937840.0,60030.0,17.68,9.85,4.95
2020-12-22,231.7,239.3,227.0,231.3,231.41,647523.0,5126.0,149840509.0,227749.0,35.17,12.3,-0.4
2020-12-21,246.25,249.7,228.9,232.7,239.36,553960.0,5158.0,132593302.0,111114.0,20.06,20.8,-13.55
2020-12-18,246.0,251.3,245.2,249.85,247.68,1473601.0,8776.0,364981230.0,1062370.0,72.09,6.1,3.85
2020-12-17,251.55,254.9,244.5,245.85,250.22,587479.0,4824.0,146997823.0,132004.0,22.47,10.4,-5.7
2020-12-16,246.35,252.15,246.0,251.5,248.21,556218.0,3117.0,138057384.0,268430.0,48.26,6.15,5.15
2020-12-15,247.5,247.5,242.65,244.5,244.34,763546.0,6486.0,186567766.0,419177.0,54.9,4.85,-3.0
2020-12-14,245.3,248.0,244.1,246.3,245.88,424851.0,2094.0,104462242.0,167179.0,39.35,3.9,1.0
2020-12-11,242.7,247.9,240.95,243.55,244.7,689675.0,9315.0,168763066.0,401813.0,58.26,6.95,0.85
2020-12-10,238.15,245.3,237.9,242.65,241.63,7185671.0,10546.0,1736296772.0,6433513.0,89.53,7.4,4.5
2020-12-09,246.8,247.95,240.0,241.2,243.42,428400.0,3270.0,104282584.0,102891.0,24.02,7.95,-5.6
2020-12-08,251.5,252.9,244.55,245.6,247.68,437202.0,4508.0,108286849.0,76524.0,17.5,8.35,-5.9
2020-12-07,252.9,253.9,248.7,251.35,250.68,1302307.0,9652.0,326458686.0,713854.0,54.81,5.2,-1.55
2020-12-04,243.45,255.85,243.45,252.55,251.41,1468569.0,17087.0,369217548.0,528727.0,36.0,12.4,9.1
2020-12-03,233.0,243.0,233.0,241.9,239.69,1042370.0,15022.0,249844451.0,545635.0,52.35,10.0,8.9
2020-12-02,229.9,236.85,228.65,231.75,232.44,515515.0,4686.0,119825894.0,58402.0,11.33,8.2,1.85
2020-12-01,230.0,231.25,222.5,229.2,226.95,305963.0,3288.0,69437507.0,50954.0,16.65,8.75,-0.8
2020-11-27,230.8,230.8,220.5,225.65,226.35,1167586.0,8966.0,264281005.0,630186.0,53.97,10.3,-5.15
2020-11-26,223.55,231.1,220.5,229.8,223.83,998679.0,8439.0,223536035.0,624857.0,62.57,10.6,6.25
2020-11-25,227.0,229.9,222.35,223.4,226.24,470086.0,3822.0,106353917.0,52206.0,11.11,7.55,-3.6
2020-11-24,220.85,227.2,218.65,225.95,223.88,921038.0,8691.0,206203506.0,477246.0,51.82,8.55,5.1
2020-11-23,217.85,221.95,215.6,218.05,218.38,517763.0,3516.0,113068607.0,74256.0,14.34,6.35,0.2
2020-11-20,215.8,220.0,212.45,215.3,215.26,838979.0,5615.0,180598298.0,247453.0,29.49,7.55,-0.5
2020-11-19,218.5,227.2,212.7,213.9,221.46,1263276.0,11902.0,279763592.0,563189.0,44.58,14.5,-4.6
2020-11-18,213.0,220.0,210.85,219.4,215.79,713216.0,5653.0,153904601.0,270765.0,37.96,9.15,6.4
2020-11-17,209.75,216.0,209.75,213.45,213.6,1426018.0,12160.0,304600575.0,896774.0,62.89,6.25,3.7
2020-11-14,210.5,212.4,207.15,209.55,210.54,126092.0,1625.0,26547245.0,53382.0,42.34,5.25,-0.95
2020-11-13,206.0,211.1,204.6,210.55,208.09,898909.0,7518.0,187053904.0,523081.0,58.19,6.5,4.55
2020-11-12,205.0,211.3,204.4,208.35,207.63,1417052.0,10796.0,294222182.0,370299.0,26.13,6.9,3.35
2020-11-11,192.55,208.0,192.45,204.15,199.32,1128247.0,8848.0,224883899.0,213161.0,18.89,15.55,11.6
2020-11-10,198.0,200.45,190.2,192.3,193.84,857181.0,6228.0,166157711.0,102743.0,11.99,10.25,-5.7
2020-11-09,189.0,195.5,189.0,194.6,191.63,994476.0,5145.0,190573898.0,586559.0,58.98,6.5,5.6
2020-11-06,187.0,190.3,185.4,188.1,187.99,839479.0,6783.0,157810073.0,414132.0,49.33,4.9,1.1
2020-11-05,179.0,187.9,178.1,187.35,183.21,1518153.0,10809.0,278135565.0,734553.0,48.38,9.8,8.35
2020-11-04,174.0,181.15,174.0,176.5,177.15,410232.0,3824.0,72671127.0,81733.0,19.92,7.15,2.5
2020-11-03,172.0,180.2,171.9,179.8,176.91,902481.0,8852.0,159659259.0,447609.0,49.6,8.3,7.8
2020-11-02,171.5,172.5,167.6,170.8,170.33,312036.0,2654.0,53148112.0,67741.0,21.71,4.9,-0.7
2020-10-30,168.0,171.9,167.0,170.7,169.69,471483.0,3147.0,80005446.0,63452.0,13.46,4.9,2.7
2020-10-29,169.2,170.45,165.3,168.0,167.98,466979.0,4337.0,78442432.0,99592.0,21.33,5.15,-1.2
2020-10-28,174.25,177.0,169.3,170.45,173.01,525312.0,4832.0,90883652.0,115440.0,21.98,7.7,-3.8
2020-10-27,172.65,175.25,171.15,174.45,173.46,456404.0,3784.0,79165935.0,122838.0,26.91,4.1,1.8
2020-10-26,183.45,183.45,169.75,172.45,175.45,491221.0,3155.0,86187152.0,115941.0,23.6,13.7,-11.0
2020-10-23,185.0,186.5,181.65,182.2,184.26,167622.0,1235.0,30886433.0,38991.0,23.26,4.85,-2.8
2020-10-22,185.8,187.7,182.0,184.4,184.79,380083.0,3636.0,70234672.0,74201.0,19.52,5.7,-1.4
2020-10-21,181.3,187.5,181.2,186.0,185.1,486741.0,3437.0,90095360.0,102169.0,20.99,6.3,4.7
2020-10-20,181.9,183.1,179.25,180.75,180.73,265142.0,2568.0,47920219.0,61120.0,23.05,3.85,-1.15
2020-10-19,180.0,183.8,177.75,182.75,181.45,763741.0,7498.0,138579656.0,286960.0,37.57,6.05,2.75
2020-10-16,173.25,180.4,172.35,179.9,177.21,308019.0,2596.0,54584124.0,92465.0,30.02,8.05,6.65
2020-10-15,174.4,178.15,171.8,173.6,174.96,547120.0,4962.0,95722462.0,158783.0,29.02,6.35,-0.8
2020-10-14,173.0,174.95,171.1,174.4,172.94,180165.0,2146.0,31156985.0,26769.0,14.86,3.85,1.4
2020-10-13,171.8,174.8,170.1,173.25,173.08,188474.0,1376.0,32620881.0,34025.0,18.05,4.7,1.45
2020-10-12,174.4,175.05,169.8,172.1,172.34,424276.0,3180.0,73117973.0,41220.0,9.72,5.25,-2.3
2020-10-09,175.0,181.35,169.2,169.75,175.31,1280685.0,10733.0,224512906.0,209153.0,16.33,12.15,-5.25
2020-10-08,173.4,176.3,171.65,174.25,173.71,187723.0,1955.0,32609132.0,25518.0,13.59,4.65,0.85
2020-10-07,178.0,178.0,170.95,172.75,173.2,235606.0,1845.0,40806322.0,35104.0,14.9,7.05,-5.25
2020-10-06,180.3,182.05,175.55,176.8,178.19,311746.0,3335.0,55548589.0,72399.0,23.22,6.5,-3.5
2020-10-05,175.15,179.75,172.75,179.1,177.14,557601.0,5204.0,98774911.0,214886.0,38.54,7.0,3.95
2020-10-01,177.5,179.2,173.5,174.15,176.68,418567.0,3866.0,73950652.0,110287.0,26.35,5.7,-3.35
2020-09-30,176.95,177.5,172.7,175.35,174.71,434813.0,3641.0,75966187.0,120806.0,27.78,4.8,-1.6
2020-09-29,170.0,177.25,169.25,176.55,174.14,716891.0,5106.0,124836709.0,68250.0,9.52,8.0,6.55
2020-09-28,164.0,168.6,162.25,167.65,166.58,399490.0,3543.0,66546208.0,99105.0,24.81,6.35,3.65
2020-09-25,162.0,164.75,157.7,162.05,161.12,412684.0,3091.0,66490106.0,69159.0,16.76,7.05,0.05
2020-09-24,157.9,162.25,155.0,159.05,159.75,495808.0,4970.0,79204479.0,93231.0,18.8,7.25,1.15
2020-09-23,165.8,167.35,162.35,165.45,164.83,351973.0,2452.0,58016444.0,49625.0,14.1,5.0,-0.35
2020-09-22,167.3,168.85,158.6,162.4,164.32,895296.0,7564.0,147110634.0,158220.0,17.67,10.25,-4.9
2020-09-21,179.7,180.6,163.3,167.15,171.05,679816.0,4895.0,116280689.0,151658.0,22.31,17.3,-12.55
2020-09-18,177.1,182.1,176.6,179.4,179.47,506071.0,3409.0,90823432.0,107719.0,21.29,5.5,2.3
2020-09-17,183.35,183.35,175.5,175.8,177.64,521595.0,3520.0,92658557.0,131822.0,25.27,7.85,-7.55
2020-09-16,176.85,184.45,176.0,183.8,181.17,650347.0,5419.0,117825327.0,288845.0,44.41,8.45,6.95
2020-09-15,178.0,179.3,174.8,176.85,177.32,259010.0,1576.0,45926370.0,31574.0,12.19,4.5,-1.15
2020-09-14,178.4,184.25,174.7,175.7,177.32,420819.0,2211.0,74621117.0,95247.0,22.63,9.55,-2.7
2020-09-11,178.05,180.0,174.9,178.55,177.42,445165.0,2764.0,78980208.0,66199.0,14.87,5.1,0.5
2020-09-10,184.5,185.0,173.4,176.65,178.56,362419.0,3430.0,64713115.0,92223.0,25.45,11.6,-7.85
2020-09-09,178.0,183.75,171.9,182.75,178.24,409377.0,3442.0,72967343.0,39319.0,9.6,11.85,4.75
2020-09-08,188.0,188.0,179.7,180.2,184.49,207922.0,1498.0,38358827.0,47242.0,22.72,8.3,-7.8
2020-09-07,188.5,191.5,186.65,187.45,188.25,208343.0,1542.0,39220783.0,39266.0,18.85,4.85,-1.05
2020-09-04,189.8,193.9,184.95,187.95,190.21,513556.0,3083.0,97684837.0,74169.0,14.44,8.95,-1.85
2020-09-03,196.05,196.05,191.5,191.95,192.5,192093.0,2523.0,36978176.0,55443.0,28.86,4.55,-4.1
2020-09-02,193.75,196.75,192.7,196.05,194.68,239813.0,1721.0,46686584.0,45372.0,18.92,4.05,2.3
2020-09-01,184.55,195.4,184.55,194.05,191.96,527664.0,3522.0,101289382.0,42125.0,7.98,10.85,9.5
2020-08-31,194.45,196.9,184.15,185.2,190.47,341574.0,2372.0,65059987.0,59557.0,17.44,12.75,-9.25
2020-08-28,195.0,196.15,192.9,193.7,194.42,173701.0,1272.0,33770901.0,30190.0,17.38,3.25,-1.3
2020-08-27,194.6,195.55,192.7,194.85,194.46,314125.0,2842.0,61083844.0,111911.0,35.63,2.85,0.25
2020-08-26,193.5,194.9,191.35,193.6,193.12,264234.0,1464.0,51028550.0,39755.0,15.05,3.55,0.1
2020-08-25,196.0,196.3,190.2,191.3,192.55,366377.0,2454.0,70547694.0,62243.0,16.99,6.1,-4.7
2020-08-24,198.0,198.0,192.5,193.25,194.42,319004.0,2306.0,62021346.0,75912.0,23.8,5.5,-4.75
2020-08-21,201.0,203.1,195.55,196.2,199.13,568482.0,3491.0,113204516.0,83413.0,14.67,7.55,-4.8
2020-08-20,193.6,202.2,192.65,198.9,199.12,609250.0,3822.0,121316297.0,97029.0,15.93,9.55,5.3
2020-08-19,197.9,197.9,194.3,196.7,195.78,900378.0,4555.0,176278449.0,182834.0,20.31,3.6,-1.2
2020-08-18,193.0,197.15,192.25,196.15,194.57,534195.0,3120.0,103936370.0,93746.0,17.55,4.9,3.15
2020-08-17,185.4,193.55,184.75,192.5,188.92,1420262.0,6369.0,268313282.0,195884.0,13.79,8.8,7.1
2020-08-14,184.0,189.45,180.65,184.9,184.96,971296.0,5755.0,179647662.0,108541.0,11.17,8.8,0.9
2020-08-13,184.0,184.6,177.95,183.5,182.68,716615.0,4360.0,130911052.0,114611.0,15.99,6.65,-0.5
2020-08-12,178.75,178.75,172.75,175.75,174.55,436653.0,3272.0,76216403.0,63746.0,14.6,6.0,-3.0
2020-08-11,179.2,186.65,178.0,178.85,182.3,1264179.0,7482.0,230458350.0,120016.0,9.49,8.65,-0.35
2020-08-10,177.7,179.05,174.35,178.6,176.73,502576.0,3458.0,88819989.0,79567.0,15.83,4.7,0.9
2020-08-07,177.5,178.9,175.55,177.7,177.55,349651.0,2065.0,62079840.0,26673.0,7.63,3.35,0.2
2020-08-06,178.0,178.9,174.2,178.0,176.51,1107923.0,6584.0,195564837.0,164702.0,14.87,4.7,0.0
2020-08-05,163.8,177.3,163.8,175.85,171.41,2110366.0,9990.0,361731607.0,688678.0,32.63,13.5,12.05
2020-08-04,163.45,164.5,160.8,162.35,162.98,1275566.0,2232.0,207888262.0,860383.0,67.45,3.7,-1.1
2020-08-03,164.9,167.45,160.75,161.35,164.51,535036.0,3844.0,88016713.0,85607.0,16.0,6.7,-3.55
2020-07-31,162.0,164.45,159.65,163.1,161.94,271125.0,2078.0,43906689.0,26641.0,9.83,4.8,1.1
2020-07-30,163.9,165.65,160.05,162.0,163.33,415169.0,2713.0,67810403.0,33478.0,8.06,5.6,-1.9
2020-07-29,165.0,168.45,163.35,164.05,166.46,526491.0,3127.0,87638092.0,77179.0,14.66,5.1,-0.95
2020-07-28,158.75,165.15,158.7,164.7,162.7,476689.0,3722.0,77558845.0,83205.0,17.45,6.45,5.95
2020-07-27,155.6,159.8,154.65,158.0,157.97,843066.0,8843.0,133180654.0,187394.0,22.23,5.15,2.4
2020-07-24,160.8,160.9,154.4,156.25,156.87,776349.0,3844.0,121789212.0,122361.0,15.76,6.5,-4.55
2020-07-23,160.0,162.3,159.7,161.95,161.36,428344.0,3290.0,69117226.0,133313.0,31.12,2.6,1.95
2020-07-22,160.1,163.8,157.4,159.95,160.94,646000.0,4650.0,103967760.0,70110.0,10.85,6.4,-0.15
2020-07-21,162.3,162.95,157.65,159.9,159.41,613169.0,4538.0,97742897.0,119926.0,19.56,5.3,-2.4
2020-07-20,162.3,162.95,159.8,160.95,161.17,608576.0,4629.0,98081871.0,110210.0,18.11,3.15,-1.35
2020-07-17,166.45,169.1,161.2,162.25,165.4,640001.0,5000.0,105859262.0,146525.0,22.89,7.9,-4.2
2020-07-16,165.0,166.65,161.2,166.15,163.73,1061758.0,4432.0,173838777.0,60889.0,5.73,5.45,1.15
2020-07-15,165.85,168.5,164.55,165.35,166.81,549060.0,4638.0,91591345.0,128317.0,23.37,3.95,-0.5
2020-07-14,168.45,168.65,162.0,163.85,165.16,454814.0,2998.0,75119155.0,50819.0,11.17,6.65,-4.6
2020-07-13,165.0,170.45,164.15,169.15,167.25,639101.0,4869.0,106888012.0,90271.0,14.12,6.3,4.15
2020-07-10,164.5,164.5,160.4,163.65,162.39,664260.0,6267.0,107871125.0,153001.0,23.03,4.1,-0.85
2020-07-09,156.35,166.0,156.35,164.9,162.72,1393188.0,10991.0,226694360.0,192139.0,13.79,9.65,8.55
2020-07-08,152.0,158.0,152.0,155.0,155.41,996205.0,9307.0,154816443.0,330854.0,33.21,6.0,3.0
2020-07-07,155.0,157.0,151.85,152.35,153.99,472868.0,3467.0,72815715.0,76082.0,16.09,5.15,-2.65
2020-07-06,148.0,155.0,147.25,154.35,152.57,817211.0,5901.0,124684220.0,185034.0,22.64,7.75,6.35
2020-07-03,148.0,149.15,144.65,146.35,145.91,670716.0,6112.0,97867168.0,88954.0,13.26,4.5,-1.65
2020-07-02,148.5,150.25,146.7,147.75,148.26,256168.0,2431.0,37978841.0,39107.0,15.27,3.55,-0.75
2020-07-01,147.15,148.75,144.5,147.5,147.04,367219.0,3130.0,53994342.0,75086.0,20.45,4.25,0.35
2020-06-30,148.3,151.55,145.25,146.2,148.65,445342.0,3206.0,66201995.0,53315.0,11.97,6.3,-2.1
2020-06-29,150.1,150.1,143.4,145.8,145.18,634513.0,4431.0,92115834.0,99668.0,15.71,6.7,-4.3
2020-06-26,148.4,152.0,148.2,151.0,149.97,442423.0,3666.0,66352367.0,55732.0,12.6,3.8,2.6
2020-06-25,150.0,152.25,144.7,146.55,148.27,984252.0,6984.0,145937874.0,153148.0,15.56,7.55,-3.45
2020-06-24,160.0,160.0,150.5,151.35,156.07,547129.0,4261.0,85389155.0,118328.0,21.63,9.5,-8.65
2020-06-23,152.0,159.45,150.7,158.3,155.53,1115966.0,12576.0,173565974.0,413633.0,37.06,8.75,6.3
2020-06-22,151.0,151.4,149.1,150.1,150.03,433706.0,3740.0,65070410.0,120520.0,27.79,2.3,-0.9
2020-06-19,151.05,152.25,148.55,151.05,150.57,556665.0,4656.0,83819265.0,120887.0,21.72,3.7,0.0
2020-06-18,147.7,151.3,147.35,150.8,150.07,1204762.0,8100.0,180795464.0,143781.0,11.93,3.95,3.1
2020-06-17,149.7,152.2,147.25,148.0,149.38,412448.0,3036.0,61612968.0,63916.0,15.5,4.95,-1.7
2020-06-16,149.3,154.5,147.0,150.0,151.34,1598303.0,14284.0,241889892.0,456599.0,28.57,7.5,0.7
2020-06-15,149.65,152.2,143.8,145.8,147.71,1373860.0,11319.0,202932542.0,133816.0,9.74,8.4,-3.85
2020-06-12,139.95,146.9,137.1,146.1,143.17,557494.0,4305.0,79813940.0,44061.0,7.9,9.8,6.15
2020-06-11,147.0,147.35,142.4,144.45,144.43,558884.0,4169.0,80722335.0,49589.0,8.87,4.95,-2.55
2020-06-10,142.7,147.9,141.9,147.0,145.54,489436.0,3991.0,71230312.0,84790.0,17.32,6.0,4.3
2020-06-09,147.0,150.35,141.2,142.6,146.18,776659.0,5592.0,113528507.0,112341.0,14.46,9.15,-4.4
2020-06-08,152.3,155.25,145.6,146.4,150.36,790607.0,5911.0,118873314.0,155821.0,19.71,9.65,-5.9
2020-06-05,144.0,151.0,143.65,149.3,148.96,1062589.0,11052.0,158278395.0,137861.0,12.97,7.35,5.3
2020-06-04,144.65,144.65,138.5,142.55,142.54,489411.0,4067.0,69758688.0,92661.0,18.93,6.15,-2.1
2020-06-03,141.65,146.7,141.65,143.25,144.76,555324.0,4574.0,80388217.0,128816.0,23.2,5.05,1.6
