Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2019-06-25,197.0,203.75,195.1,202.5,200.99,288263.0,1860.0,57938200.0,45589.0,15.82,8.65,5.5
2019-06-24,197.0,203.35,196.8,198.15,198.6,1026324.0,3488.0,203826899.0,635864.0,61.96,6.55,1.15
2019-06-21,193.7,198.25,193.15,197.7,196.7,510211.0,2376.0,100357128.0,318939.0,62.51,5.1,4.0
2019-06-20,190.6,194.65,188.15,194.2,192.17,416818.0,2959.0,80100600.0,143874.0,34.52,6.5,3.6
2019-06-19,193.0,196.2,188.5,190.1,190.97,577507.0,2381.0,110285763.0,310362.0,53.74,7.7,-2.9
2019-06-18,192.1,195.3,189.3,190.05,191.32,1292332.0,10946.0,247249141.0,939700.0,72.71,6.0,-2.05
2019-06-17,198.0,198.35,193.0,193.85,194.63,729327.0,1634.0,141952175.0,519200.0,71.19,5.35,-4.15
2019-06-14,200.0,200.7,196.5,197.95,198.95,129570.0,714.0,25777727.0,30111.0,23.24,4.2,-2.05
2019-06-13,199.0,200.5,196.7,199.6,199.08,465466.0,2670.0,92664714.0,176762.0,37.98,3.8,0.6
2019-06-12,198.7,202.9,196.9,199.9,200.19,1280798.0,4361.0,256400717.0,831103.0,64.89,6.0,1.2
2019-06-11,200.0,200.8,195.7,199.5,199.55,492137.0,4413.0,98207608.0,210155.0,42.7,5.1,-0.5
2019-06-10,196.0,198.9,195.1,198.3,197.42,509305.0,2007.0,100549330.0,266099.0,52.25,3.8,2.3
2019-06-07,195.0,196.2,193.5,195.0,194.84,559796.0,1825.0,109071442.0,364965.0,65.2,2.7,0.0
2019-06-06,197.55,198.35,193.8,194.8,195.81,429674.0,2280.0,84133102.0,124618.0,29.0,4.55,-2.75
2019-06-04,199.85,200.85,196.9,198.25,199.55,1432088.0,4526.0,285779683.0,895173.0,62.51,3.95,-1.6
2019-06-03,196.4,200.05,194.45,199.45,197.64,223585.0,1306.0,44188597.0,33287.0,14.89,5.6,3.05
2019-05-31,200.8,200.8,195.15,196.6,196.96,231846.0,1316.0,45664553.0,46743.0,20.16,5.65,-4.2
2019-05-30,200.7,200.7,196.4,199.9,199.11,490441.0,1981.0,97650233.0,252342.0,51.45,4.3,-0.8
2019-05-29,203.2,203.2,197.3,199.4,198.68,1011000.0,3365.0,200868030.0,573254.0,56.7,5.9,-3.8
2019-05-28,200.15,207.05,200.15,202.1,203.77,986823.0,2917.0,201084353.0,441101.0,44.7,6.9,1.95
2019-05-27,197.9,201.8,195.5,200.15,199.34,257160.0,1595.0,51261938.0,41112.0,15.99,6.3,2.25
2019-05-24,193.0,196.45,190.0,195.8,193.14,355320.0,1986.0,68627774.0,41908.0,11.79,6.45,2.8
2019-05-23,201.0,201.05,191.3,192.35,195.63,536712.0,3457.0,104998417.0,234053.0,43.61,9.75,-8.65
2019-05-22,199.0,199.25,195.1,197.85,197.44,209429.0,1627.0,41348898.0,61878.0,29.55,4.15,-1.15
2019-05-21,200.0,200.2,193.4,196.0,196.01,734067.0,4109.0,143887466.0,385503.0,52.52,6.8,-4.0
2019-05-20,194.0,199.8,193.9,199.35,198.24,672557.0,4314.0,133330791.0,252281.0,37.51,5.9,5.35
2019-05-17,192.0,193.75,187.25,191.9,190.0,435632.0,2979.0,82770328.0,68129.0,15.64,6.5,-0.1
2019-05-16,191.25,195.9,190.05,194.65,193.19,752045.0,3882.0,145290291.0,100164.0,13.32,5.85,3.4
2019-05-15,193.65,196.0,189.65,190.85,192.31,411909.0,2488.0,79216274.0,155683.0,37.8,6.35,-2.8
2019-05-14,191.25,194.1,188.2,193.2,192.21,303295.0,2594.0,58297810.0,58453.0,19.27,5.9,1.95
2019-05-13,194.0,195.0,191.75,192.35,193.36,158134.0,1882.0,30576151.0,23922.0,15.13,3.25,-1.65
2019-05-10,198.0,201.05,194.5,196.95,197.21,466699.0,4513.0,92036351.0,206860.0,44.32,6.55,-1.05
2019-05-09,201.45,202.0,196.5,198.2,198.41,776024.0,4080.0,153969693.0,409969.0,52.83,5.5,-3.25
2019-05-08,200.2,203.0,196.6,200.6,198.65,230813.0,1869.0,45851031.0,43203.0,18.72,6.4,0.4
2019-05-07,199.0,204.2,199.0,200.5,202.38,326892.0,1749.0,66156148.0,109652.0,33.54,5.2,1.5
2019-05-06,198.0,200.5,197.2,199.2,199.07,208187.0,2428.0,41443057.0,29667.0,14.25,3.3,1.2
2019-05-03,203.1,205.85,202.7,205.1,204.79,134115.0,878.0,27464795.0,35139.0,26.2,3.15,2.0
2019-05-02,203.65,207.6,201.5,204.85,204.95,292282.0,1948.0,59903851.0,74317.0,25.43,6.1,1.2
2019-04-30,202.0,206.5,199.05,205.85,203.54,374028.0,2397.0,76130418.0,103109.0,27.57,7.45,3.85
2019-04-26,197.0,201.9,196.7,200.95,199.55,284779.0,1675.0,56827309.0,43069.0,15.12,5.2,3.95
2019-04-25,200.1,202.55,196.15,196.85,199.7,262560.0,2184.0,52433193.0,63181.0,24.06,6.4,-3.25
2019-04-24,200.95,201.35,197.3,200.9,199.0,179867.0,1416.0,35794275.0,39038.0,21.7,4.05,-0.05
2019-04-23,200.0,202.75,198.95,200.6,201.16,138771.0,1332.0,27915499.0,23705.0,17.08,3.8,0.6
2019-04-22,205.0,208.2,200.05,200.85,203.19,312127.0,2478.0,63420541.0,91086.0,29.18,8.15,-4.15
2019-04-18,215.5,215.95,206.35,207.25,209.07,258291.0,1869.0,54000482.0,90710.0,35.12,9.6,-8.25
2019-04-16,213.6,217.25,213.55,214.4,215.34,261853.0,2330.0,56388011.0,63864.0,24.39,3.7,0.8
2019-04-15,210.0,214.65,210.0,212.0,212.77,217777.0,1352.0,46337348.0,57123.0,26.23,4.65,2.0
2019-04-12,211.0,211.9,208.2,209.95,209.57,131283.0,1068.0,27513390.0,21081.0,16.06,3.7,-1.05
2019-04-11,211.0,213.0,209.7,211.45,211.04,170832.0,1715.0,36051765.0,20825.0,12.19,3.3,0.45
2019-04-10,216.0,216.7,209.6,211.4,212.48,441218.0,3514.0,93750909.0,70160.0,15.9,7.1,-4.6
2019-04-09,215.0,217.7,211.6,216.75,214.33,278108.0,1611.0,59605537.0,23216.0,8.35,6.1,1.75
2019-04-08,216.05,217.7,213.05,214.25,215.47,194383.0,1081.0,41883887.0,34284.0,17.64,4.65,-1.8
2019-04-05,211.0,216.0,209.95,215.0,213.04,208771.0,1944.0,44476357.0,37381.0,17.91,6.05,4.0
2019-04-04,214.2,214.95,210.0,210.5,211.15,285387.0,2806.0,60260890.0,72391.0,25.37,4.95,-3.7
2019-04-03,217.5,218.95,215.0,215.65,216.59,174507.0,1384.0,37795826.0,32003.0,18.34,3.95,-1.85
2019-04-02,216.5,218.2,213.35,216.9,216.08,250851.0,2176.0,54203258.0,31578.0,12.59,4.85,0.4
2019-04-01,207.6,218.5,207.6,215.9,216.53,1146912.0,5874.0,248342595.0,197614.0,17.23,10.9,8.3
2019-03-29,204.0,207.8,204.0,205.35,205.9,386133.0,1828.0,79503634.0,119627.0,30.98,3.8,1.35
2019-03-28,208.0,208.1,202.1,202.9,204.4,201167.0,1594.0,41117729.0,48304.0,24.01,6.0,-5.1
2019-03-27,208.0,210.55,206.5,207.25,208.74,285551.0,1825.0,59607293.0,42508.0,14.89,4.05,-0.75
2019-03-26,206.0,208.9,204.8,208.0,206.68,168106.0,1184.0,34743773.0,29873.0,17.77,4.1,2.0
2019-03-25,206.15,206.15,201.9,204.95,204.04,202536.0,1366.0,41325576.0,32813.0,16.2,4.25,-1.2
2019-03-22,208.1,211.25,206.5,208.7,208.93,250279.0,1950.0,52290733.0,48253.0,19.28,4.75,0.6
2019-03-20,202.5,207.9,202.5,206.6,206.31,325753.0,2831.0,67207497.0,67230.0,20.64,5.4,4.1
2019-03-19,201.95,204.2,199.5,202.45,202.66,292441.0,1414.0,59265157.0,70430.0,24.08,4.7,0.5
2019-03-18,200.0,201.0,197.6,199.55,199.2,237060.0,1219.0,47223528.0,46557.0,19.64,3.4,-0.45
2019-03-15,201.2,202.55,197.35,199.0,198.22,817139.0,1642.0,161971069.0,51280.0,6.28,5.2,-2.2
2019-03-14,202.0,204.6,200.0,201.25,201.83,240505.0,1248.0,48540846.0,40300.0,16.76,4.6,-0.75
2019-03-13,205.0,205.0,200.6,202.15,202.54,214771.0,1110.0,43499543.0,20287.0,9.45,4.4,-2.85
2019-03-12,203.6,206.7,202.05,203.25,204.52,1489894.0,2662.0,304707598.0,1100204.0,73.84,4.65,-0.35
2019-03-11,197.05,202.0,196.4,201.0,199.64,267944.0,1300.0,53492597.0,35558.0,13.27,5.6,3.95
2019-03-08,197.0,197.95,193.8,195.4,195.27,266001.0,1796.0,51942138.0,36046.0,13.55,4.15,-1.6
2019-03-07,203.7,203.7,200.0,200.55,201.26,175458.0,1540.0,35312026.0,45215.0,25.77,3.7,-3.15
2019-03-06,200.4,203.65,199.85,202.4,201.9,426892.0,2526.0,86191540.0,94273.0,22.08,3.8,2.0
2019-03-05,196.85,199.35,192.3,198.7,197.44,333657.0,2437.0,65875637.0,78954.0,23.66,7.05,1.85
2019-03-01,197.25,198.9,195.35,196.15,196.55,192883.0,1370.0,37911422.0,37788.0,19.59,3.55,-1.1
2019-02-28,197.0,198.3,194.9,195.55,196.46,208434.0,1187.0,40948879.0,24430.0,11.72,3.4,-1.45
2019-02-27,197.5,198.9,194.6,195.55,196.23,236269.0,1401.0,46363124.0,30034.0,12.71,4.3,-1.95
2019-02-26,193.0,196.95,189.15,196.35,193.76,298094.0,1617.0,57757615.0,24527.0,8.23,7.8,3.35
2019-02-25,195.0,198.5,194.45,196.5,196.37,239875.0,1386.0,47105335.0,38427.0,16.02,4.05,1.5
2019-02-22,194.15,197.1,192.6,196.6,194.99,246795.0,1517.0,48122315.0,26930.0,10.91,4.5,2.45
2019-02-21,193.9,195.6,192.3,194.3,193.8,568106.0,1767.0,110099692.0,40379.0,7.11,3.3,0.4
2019-02-20,187.0,193.85,187.0,192.8,191.34,312728.0,2118.0,59836532.0,65613.0,20.98,6.85,5.8
2019-02-19,184.5,189.2,184.5,186.5,186.77,304306.0,1695.0,56836509.0,39427.0,12.96,4.7,2.0
2019-02-18,187.95,188.4,184.05,184.5,185.23,227186.0,1588.0,42081434.0,52378.0,23.06,4.35,-3.45
2019-02-15,192.0,192.65,182.55,186.5,186.25,409333.0,3387.0,76237895.0,53978.0,13.19,10.1,-5.5
2019-02-14,197.85,198.65,190.4,191.7,192.85,449867.0,6159.0,86757785.0,99946.0,22.22,8.25,-6.15
2019-02-13,199.0,200.85,197.2,197.85,198.7,287387.0,1828.0,57104676.0,70642.0,24.58,3.65,-1.15
2019-02-12,200.15,202.7,197.15,198.6,200.33,852885.0,4759.0,170860634.0,68638.0,8.05,5.55,-1.55
2019-02-11,205.8,205.8,195.65,199.35,200.43,473693.0,2652.0,94939957.0,56411.0,11.91,10.15,-6.45
2019-02-08,209.95,209.95,204.55,205.35,206.14,116836.0,858.0,24084318.0,16139.0,13.81,5.4,-4.6
2019-02-07,212.0,212.7,208.15,209.2,209.91,205733.0,1296.0,43185106.0,35374.0,17.19,4.55,-2.8
2019-02-06,204.7,211.95,202.65,211.3,208.55,273775.0,1610.0,57094654.0,47792.0,17.46,9.3,6.6
2019-02-05,206.45,208.8,202.6,204.85,205.37,201971.0,1270.0,41478302.0,14130.0,7.0,6.2,-1.6
2019-02-04,210.65,210.65,201.8,204.5,204.79,198697.0,1491.0,40692062.0,20776.0,10.46,8.85,-6.15
2019-02-01,209.8,211.7,203.8,210.65,208.94,348192.0,3373.0,72752068.0,46522.0,13.36,7.9,0.85
2019-01-31,206.8,209.7,204.45,208.45,207.41,258358.0,2123.0,53586877.0,54418.0,21.06,5.25,1.65
2019-01-30,201.0,206.5,201.0,205.45,204.32,245536.0,1383.0,50167787.0,41625.0,16.95,5.5,4.45
2019-01-29,199.9,200.5,197.5,199.55,199.45,126391.0,1095.0,25209151.0,27009.0,21.37,3.0,-0.35
2019-01-28,204.5,206.45,198.25,199.85,201.72,448425.0,2059.0,90457628.0,92363.0,20.6,8.2,-4.65
2019-01-25,206.25,207.85,203.3,204.15,205.72,236018.0,2182.0,48552458.0,45343.0,19.21,4.55,-2.1
2019-01-24,205.55,205.65,203.25,204.9,204.65,149297.0,960.0,30553545.0,21851.0,14.64,2.4,-0.65
2019-01-23,202.15,207.2,202.15,205.05,205.29,209135.0,1497.0,42934145.0,35046.0,16.76,5.05,2.9
2019-01-22,207.0,207.0,200.9,203.15,202.72,526343.0,2023.0,106698237.0,74697.0,14.19,6.1,-3.85
2019-01-21,208.5,209.95,205.25,207.05,207.51,231725.0,1158.0,48084228.0,38970.0,16.82,4.7,-1.45
2019-01-18,207.0,209.0,206.0,208.75,207.55,202908.0,1136.0,42113507.0,46984.0,23.16,3.0,1.75
2019-01-17,209.0,209.0,205.3,205.95,206.65,223931.0,1466.0,46274276.0,52862.0,23.61,3.7,-3.05
2019-01-16,210.3,210.5,206.7,208.15,208.4,296415.0,1906.0,61773100.0,50853.0,17.16,3.8,-2.15
2019-01-15,206.6,209.1,205.55,208.55,207.83,415653.0,3159.0,86385993.0,147620.0,35.52,3.55,1.95
2019-01-14,207.3,207.3,203.45,205.85,205.53,237316.0,2798.0,48775437.0,46993.0,19.8,3.85,-1.45
2019-01-11,205.0,207.95,204.3,205.65,206.26,393504.0,2080.0,81165617.0,53773.0,13.67,3.65,0.65
2019-01-10,206.2,206.5,203.1,203.9,203.99,334836.0,1990.0,68304337.0,91510.0,27.33,3.4,-2.3
2019-01-09,208.9,209.1,203.25,205.65,205.56,502862.0,3989.0,103369462.0,85531.0,17.01,5.85,-3.25
2019-01-08,208.0,209.5,205.3,206.4,207.26,511413.0,7920.0,105995007.0,156752.0,30.65,4.2,-1.6
2019-01-07,213.8,214.9,207.8,208.4,211.2,523645.0,2976.0,110596190.0,117086.0,22.36,7.1,-5.4
2019-01-04,208.05,212.2,207.7,210.9,209.42,705516.0,3357.0,147750052.0,146402.0,20.75,4.5,2.85
2019-01-03,215.0,215.65,208.1,209.1,211.58,492673.0,2991.0,104239739.0,126699.0,25.72,7.55,-5.9
2019-01-02,218.75,219.2,213.75,214.4,216.11,650506.0,3693.0,140578130.0,137801.0,21.18,5.45,-4.35
2019-01-01,226.9,226.9,221.7,222.8,222.91,259090.0,1360.0,57754852.0,38506.0,14.86,5.2,-4.1
2018-12-31,226.0,228.4,225.35,226.1,226.96,240364.0,1484.0,54552045.0,27569.0,11.47,3.05,0.1
2018-12-28,220.65,225.75,220.65,223.3,223.82,237813.0,1344.0,53227338.0,32041.0,13.47,5.1,2.65
2018-12-27,221.1,223.6,220.0,220.65,221.61,196736.0,1214.0,43599525.0,21754.0,11.06,3.6,-0.45
2018-12-26,215.45,220.0,213.15,218.35,216.21,395841.0,2344.0,85585535.0,16775.0,4.24,6.85,2.9
2018-12-24,222.45,223.55,217.25,218.05,220.22,201436.0,1157.0,44360520.0,38844.0,19.28,6.3,-4.4
2018-12-21,223.5,227.0,222.1,223.6,224.09,321642.0,1675.0,72075264.0,20763.0,6.46,4.9,0.1
2018-12-20,223.8,224.9,220.05,223.65,222.2,405840.0,2869.0,90178819.0,34380.0,8.47,4.85,-0.15
2018-12-19,225.6,228.75,225.3,227.15,226.9,203852.0,1191.0,46253995.0,39526.0,19.39,3.45,1.55
2018-12-18,225.5,227.0,222.6,225.4,224.55,286663.0,2180.0,64371539.0,81873.0,28.56,4.4,-0.1
2018-12-17,220.35,225.2,220.35,224.9,223.93,243906.0,1603.0,54616849.0,32205.0,13.2,4.85,4.55
2018-12-14,219.5,222.65,217.55,220.35,220.48,186860.0,1770.0,41198365.0,39695.0,21.24,5.1,0.85
